study_id,theme,subtheme,summary,quote,quote_page,quote_section,location_context,confidence
Abayneh2022-Ethiopia-MizanTepi-2021-01,burden_incidence,geographic_variation,"SSI incidence 33/262 (12.6%) in Ethiopia, obstetrics/gynecology, 2021-2021",,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,burden_incidence,overall_incidence,"SSI incidence 115/165 (69.7%) in Ethiopia, general, 2019-2019",,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,burden_incidence,specialty_specific,"SSI incidence 115/165 (69.7%) in Ethiopia, general, 2019-2019",,,,,
Abosse2021-Ethiopia-FelegeHiwot-2019-01,burden_incidence,geographic_variation,"SSI incidence 115/165 (69.7%) in Ethiopia, general, 2019-2019",,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,burden_incidence,overall_incidence,"SSI incidence 49/338 (14.5%) in Ethiopia, general, 2016-2016",,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,burden_incidence,specialty_specific,"SSI incidence 49/338 (14.5%) in Ethiopia, general, 2016-2016",,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,burden_incidence,geographic_variation,"SSI incidence 49/338 (14.5%) in Ethiopia, general, 2016-2016",,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,burden_incidence,overall_incidence,"SSI incidence 41/338 (12.13%) in Ethiopia, general, 2016-2016",,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,burden_incidence,specialty_specific,"SSI incidence 41/338 (12.13%) in Ethiopia, general, 2016-2016",,,,,
Ali2023-Ethiopia-DessieHospital-2016-01,burden_incidence,geographic_variation,"SSI incidence 41/338 (12.13%) in Ethiopia, general, 2016-2016",,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,burden_incidence,overall_incidence,"SSI incidence 42/255 (16.47%) in Ethiopia, general, 2017-2017",,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,burden_incidence,specialty_specific,"SSI incidence 42/255 (16.47%) in Ethiopia, general, 2017-2017",,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,burden_incidence,geographic_variation,"SSI incidence 42/255 (16.47%) in Ethiopia, general, 2017-2017",,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,burden_incidence,overall_incidence,"SSI incidence 15/144 (10.42%) in Ethiopia, general, 2017-2017",,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,burden_incidence,specialty_specific,"SSI incidence 15/144 (10.42%) in Ethiopia, general, 2017-2017",,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,burden_incidence,geographic_variation,"SSI incidence 15/144 (10.42%) in Ethiopia, general, 2017-2017",,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,burden_incidence,overall_incidence,"SSI incidence 27/111 (24.32%) in Ethiopia, general, 2017-2017",,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,burden_incidence,specialty_specific,"SSI incidence 27/111 (24.32%) in Ethiopia, general, 2017-2017",,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,burden_incidence,geographic_variation,"SSI incidence 27/111 (24.32%) in Ethiopia, general, 2017-2017",,,,,
Boru2025-Ethiopia-BuleHora-2023-01,burden_incidence,overall_incidence,"SSI incidence 29/183 (15.85%) in Ethiopia, general, 2023-2023",,,,,
Boru2025-Ethiopia-BuleHora-2023-01,burden_incidence,specialty_specific,"SSI incidence 29/183 (15.85%) in Ethiopia, general, 2023-2023",,,,,
Boru2025-Ethiopia-BuleHora-2023-01,burden_incidence,geographic_variation,"SSI incidence 29/183 (15.85%) in Ethiopia, general, 2023-2023",,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,burden_incidence,overall_incidence,"SSI incidence 45/62 (72.58%) in Kenya, general",,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,burden_incidence,specialty_specific,"SSI incidence 45/62 (72.58%) in Kenya, general",,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,burden_incidence,geographic_variation,"SSI incidence 45/62 (72.58%) in Kenya, general",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 12/171 (7.02%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 12/171 (7.02%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 12/171 (7.02%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 12/171 (7.02%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 39/268 (14.55%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 39/268 (14.55%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 39/268 (14.55%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 39/268 (14.55%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 5/91 (5.49%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 5/91 (5.49%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 5/91 (5.49%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 5/91 (5.49%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 7/80 (8.75%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 7/80 (8.75%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 7/80 (8.75%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 7/80 (8.75%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 6/30 (20.0%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 6/30 (20.0%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 6/30 (20.0%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 6/30 (20.0%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,overall_incidence,"SSI incidence 20/67 (29.85%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,specialty_specific,"SSI incidence 20/67 (29.85%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,geographic_variation,"SSI incidence 20/67 (29.85%) in Kenya, general, 2008-2009",,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,burden_incidence,temporal_trends,"SSI incidence 20/67 (29.85%) in Kenya, general, 2008-2009",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 225/467 (48.18%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 95/573 (16.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 95/573 (16.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 95/573 (16.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 138/225 (61.33%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 138/225 (61.33%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 138/225 (61.33%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 74/225 (32.89%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 74/225 (32.89%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 74/225 (32.89%) in Tanzania, obstetrics/gynecology, 2013-2013",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 80/95 (84.21%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 80/95 (84.21%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 80/95 (84.21%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,overall_incidence,"SSI incidence 11/95 (11.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,specialty_specific,"SSI incidence 11/95 (11.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,
Gentilotti2020-Tanzania-Dodoma-2013-2015-1,burden_incidence,geographic_variation,"SSI incidence 11/95 (11.58%) in Tanzania, obstetrics/gynecology, 2015-2015",,,,,
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,overall_incidence,"SSI incidence 126/204 (61.76%) in Ethiopia, general, 2022-2023",,,,,
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,specialty_specific,"SSI incidence 126/204 (61.76%) in Ethiopia, general, 2022-2023",,,,,
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,geographic_variation,"SSI incidence 126/204 (61.76%) in Ethiopia, general, 2022-2023",,,,,
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,temporal_trends,"SSI incidence 126/204 (61.76%) in Ethiopia, general, 2022-2023",,,,,
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,overall_incidence,"SSI incidence 73/126 (57.94%) in Ethiopia, general, 2022-2023",,,,,
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,specialty_specific,"SSI incidence 73/126 (57.94%) in Ethiopia, general, 2022-2023",,,,,
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,geographic_variation,"SSI incidence 73/126 (57.94%) in Ethiopia, general, 2022-2023",,,,,
Habteweld2023-Ethiopia-DebreBerhan-202210202301-01,burden_incidence,temporal_trends,"SSI incidence 73/126 (57.94%) in Ethiopia, general, 2022-2023",,,,,
